,Unnamed: 0,coding,group,title,score
247,247,2.0,conservative_filtered_nov19,Audit Confirms President-Elect Biden Wins State of Georgia.,21
248,248,4.0,conservative_filtered_nov20,Tucker Carlson​ says Trump attorney Sidney Powell wouldn't provide him with any evidence of election fraud. Powell hits back.,83
249,249,4.0,politics_filtered_nov19,‘Blood On His Hands’: Mary Trump Says Her Uncle Must Be ‘Held To Account’ The president’s niece said he is “directly responsible for the deaths of thousands of Americans.,142
250,250,7.0,politics_filtered_nov20,Federal Judge Strikes DOJ from the Docket in E. Jean Carroll’s Case Against Donald Trump,1299
251,251,3.0,conservative_filtered_nov19,"4th witness, also a Democrat saw perfect black marks on a stack of ballots ... 500 in a row all for Biden",334
252,252,5.0,conservative_filtered_nov19,DNC Member Rants: ‘Deprogram’ 75 Million Trump Supporters,58
253,253,4.0,politics_filtered_nov20,Republicans aren't scared of the Trump &amp; Rudy show — they love this stuff. Republicans aren't staying quiet because they fear Trump — this clown-car coup has nothing but upside for them,67
254,254,4.0,politics_filtered_nov21,I met ‘monster’ reality TV star Donald Trump 16 years ago. The reality of him has been monstrous . . .,121
255,255,4.0,politics_filtered_nov21,Trump Owned By Parody Twitter Account He Apparently Believed Was His Sister’s,235
256,256,3.0,politics_filtered_nov19,Biden says Trump challenge to his election victory is 'totally irresponsible',439
257,257,4.0,conservative_filtered_nov20,Butterball Releases Turkey With Biden-Harris Logo So You Can Just Say Your Thanksgiving Gathering Is A Political Rally,119
258,258,5.0,conservative_filtered_nov20,AOC to Biden Administration: 'Keep Your Promise' on $2T Green New Deal,13
259,259,4.0,politics_filtered_nov20,Trump’s lawsuits plagued by spelling errors: ‘I’ve never seen an election lawyer handle a case as poorly as Giuliani has’,20017
260,260,4.0,politics_filtered_nov19,Trump campaign says ‘hackers’ sabotaged livestream to comment on Giuliani hair dye dripping down his face | ‘Unauthorized users’ were heard on the Trump campaign live stream mocking the brown streaks running down Giuliani’s face,297
261,261,3.0,politics_filtered_nov19,Biden team belittles ‘spectacle’ of sweaty Trump lawyer Rudy Giuliani pushing vote fraud conspiracy claims,120
262,262,4.0,conservative_filtered_nov21,"Biden stuggles with words at press conference -- 'I'm going to ... employ the defense, reconstruct the act'",43
263,263,4.0,politics_filtered_nov20,Trump advisers reportedly think Rudy Giuliani is encouraging election lawsuits so he can get paid,5105
264,264,3.0,conservative_filtered_nov19,Trump campaign lawyer under protection following ‘threats of harm’,867
265,265,5.0,politics_filtered_nov20,"Romney on Trump election tactics: 'Difficult to imagine a worse, more undemocratic action' by president",5950
266,266,4.0,conservative_filtered_nov19,Jennifer Dillon crunched the data to s̵t̵e̵e̵r̵ ̵ steal Biden’s success,9
267,267,4.0,conservative_filtered_nov20,Paul Krugman spotted doing a quick economic one-eighty with 'Biden boom' prediction,16
268,268,4.0,conservative_filtered_nov21,Harvard Students Demand That Trump Officials Be Preemptively Barred From Campus,494
269,269,3.0,politics_filtered_nov19,Are you sure Trump's plan to steal the election has failed? You shouldn't be,430
270,270,4.0,conservative_filtered_nov19,Satire: Biden Getting Excited As Segregation Coming Back Into Style,245
271,271,4.0,conservative_filtered_nov19,"Trump Campaign Withdrawing Lawsuit in Michigan After Wayne County ‘Relief,’ Says Giuliani",55
272,272,2.0,politics_filtered_nov19,Georgia recount complete; Biden still the winner,71
273,273,1.0,politics_filtered_nov19,Biden's incoming chief of staff says Trump 'failing to follow the law' by not letting transition begin,90
274,274,3.0,politics_filtered_nov19,Michigan Republicans Are Helping Trump Try to Steal the State’s Election,1318
275,275,5.0,politics_filtered_nov20,Donald Trump Is Leaving Behind Blueprints to End Democracy,1188
276,276,8.0,politics_filtered_nov19,Biden: Trump's actions send 'damaging' message to rest of world,142
277,277,5.0,politics_filtered_nov20,"Biden, top Democrats lay groundwork for multibillion dollar push to boost U.S. broadband",387
278,278,5.0,politics_filtered_nov20,"‘It's difficult to imagine a worse, more undemocratic action by a sitting American President': Mitt Romney rips Trump for his latest efforts to subvert the election",391
279,279,8.0,conservative_filtered_nov19,"Majority of voters say special counsel should be convened to investigate Biden, Ukraine dealings",175
280,280,7.0,politics_filtered_nov20,NY probes President Trump's consulting payments that reduced his taxes,181
281,281,4.0,politics_filtered_nov20,Obama joked that Trump might have to get dragged out of the White House by Navy SEALs if he keeps refusing to concede,12448
282,282,4.0,politics_filtered_nov21,Why Can Trump Try To Steal The Election? Blame The Electoral College.,821
283,283,3.0,conservative_filtered_nov20,Lawyer working on Trump Pennsylvania effort placed under official protection due to threats,481
284,284,4.0,conservative_filtered_nov19,Democrats And Media Are Reaping Fruit Of 4 Years Of Anti-Trump Conspiracy Theories,180
285,285,,conservative_filtered_nov20,Satire: Biden Getting Excited As Segregation Coming Back Into Style,343
286,286,4.0,politics_filtered_nov19,Donald Trump’s Effort To Steal The Election Is Comically Stupid — And Extremely Dangerous,3615
287,287,8.0,conservative_filtered_nov20,"After UN ‘Database’ Targets Israeli Settlements, Trump Administration to Blacklist BDS Supporters",46
288,288,4.0,politics_filtered_nov21,Judge rules against Trump global media chief after firings,91
289,289,4.0,conservative_filtered_nov21,Michigan AG Suggests Criminally Charging Republican Legislators for Meeting With Trump,9
290,290,2.0,politics_filtered_nov19,"Georgia recount complete, and Biden is still the winner",280
291,291,4.0,conservative_filtered_nov19,Trump Admin Brings Hammer Down on 'Anti-Semitic' Movement Targeting Israel,54
292,292,4.0,politics_filtered_nov19,Rudy Giuliani straight-up asked a federal judge to ignore Pennsylvania voters and declare Trump won the state,15068
293,293,4.0,politics_filtered_nov19,Judge Halts Trump Administration’s Eighth Federal Execution,87
294,294,3.0,conservative_filtered_nov19,Giuliani: 'Massive Fraud' Used to Steal Election From Trump,449
295,295,3.0,politics_filtered_nov19,"Trump asks judge to declare him winner in Pennsylvania despite trailing by 80,000 votes",3380
296,296,7.0,politics_filtered_nov20,Trump Fraud Investigations Now Include Tax Write-offs for Ivanka,51238
297,297,3.0,conservative_filtered_nov19,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts",50
298,298,5.0,conservative_filtered_nov20,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement,157
299,299,4.0,politics_filtered_nov20,Trump’s lawyers confused MN and MI vote counts in affidavit intending to prove voter fraud,175
300,300,5.0,politics_filtered_nov20,"If Biden Forgives First $20K of Student Loans, It Erases Debt For 55% of Borrowers",4557
301,301,4.0,politics_filtered_nov19,Trump Is Going Overboard in His Final Days. He Should Just Disappear—Go Golfing and Leave Our Government Alone,1725
302,302,7.0,politics_filtered_nov21,Trump Organization's consulting payments to Ivanka Trump are focus of NY tax probe,19312
303,303,4.0,politics_filtered_nov19,Trump Is Banking on Republican Legislators Ignoring Will of the People. Legal Experts Say It’s ‘Exceedingly Unlikely to Work.’,156
304,304,4.0,politics_filtered_nov21,Trump’s lawsuits plagued by spelling errors: ‘I’ve never seen an election lawyer handle a case as poorly as Giuliani has’,26886
305,305,3.0,politics_filtered_nov19,"Pat Robertson prays for Satan to stop making people believe Joe Biden won the election — “In the name of Jesus, I bind the spirit of delusion that has come across our land... I still think Trump’s gonna ultimately win.”",237
306,306,4.0,conservative_filtered_nov21,6 Big Claims by Trump’s Lawyers About Overturning Election Results,74
307,307,4.0,politics_filtered_nov19,"Biden, Harris to meet with governors, Trump again has no public events",5546
308,308,4.0,politics_filtered_nov21,Senators who urged ‘voters to decide’ impeachment won’t admit Trump lost the election,7110
309,309,4.0,conservative_filtered_nov20,"Trump Campaign Withdrawing Lawsuit in Michigan After Wayne County ‘Relief,’ Says Giuliani",65
310,310,4.0,politics_filtered_nov21,'GOP made a bed of nails': Scaramucci on Republicans appeasing Trump,90
311,311,5.0,politics_filtered_nov20,Republicans Truly Don't Care That Trump Is Undermining Democracy,1761
312,312,4.0,politics_filtered_nov21,White Nationalist Appointed by Trump to Holocaust Commission Praised Jeffrey Epstein for Not Being “a Pussy”,3104
313,313,4.0,politics_filtered_nov20,Trump’s Indifference Amounts to Negligent Homicide,968
314,314,4.0,politics_filtered_nov19,Trump Campaign’s Jenna Ellis Mocked Election Law Expert for Being Right. Then the Trump Campaign Proved Him Right.,175
315,315,8.0,politics_filtered_nov20,Dominion counters Trump legal team after press conference claims: 'No ties to Venezuela or Cuba',61
316,316,4.0,politics_filtered_nov21,The Desperate Final Gasps of Team Trump’s Flailing ‘Mini-Coup’,118
317,317,2.0,conservative_filtered_nov21,Opinion | Georgia Certifies: Donald Trump Lost,13
318,318,4.0,conservative_filtered_nov20,The Hill’s Joe Concha Takes Blowtorch to Pro-Biden ‘Marshmallow Media’,25
319,319,4.0,politics_filtered_nov20,Trump’s fury grows as US election loss becomes unequivocal,2504
320,320,4.0,politics_filtered_nov19,Weissmann: Citizen Trump should be prosecuted for obstructing Special Counsel Mueller,330
321,321,2.0,politics_filtered_nov21,Georgia secretary of state certifies election results that show state’s voters chose Joe Biden for president,2602
322,322,4.0,politics_filtered_nov20,Edward Norton: Trump 'throwing a wicked pout fest' over election,142
323,323,3.0,politics_filtered_nov19,"Rudy Giuliani sweats profusely, falsely accuses Biden of ‘horrible’ crimes during bizarre press conference",773
324,324,4.0,politics_filtered_nov19,"Did Trump drain the swamp? Watchdog gives him an F, while Biden starts with a C",130
325,325,4.0,politics_filtered_nov20,"If Biden Wants to Be Like F.D.R., He Needs the Left | Radical agitation helped bring Social Security and much of the New Deal into being.",452
326,326,5.0,politics_filtered_nov20,"Biden looks to rehire diplomats, others fired by Trump to rebuild State Department",9829
327,327,4.0,conservative_filtered_nov19,Giuliani: Trump Campaign Drops Michigan Lawsuit,34
328,328,4.0,politics_filtered_nov19,Wisconsin Democratic election official: Don't water Trump's 'plant of baloney',716
329,329,5.0,politics_filtered_nov20,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say",5989
330,330,5.0,politics_filtered_nov19,Trump Is Salting the Soil of American Democracy,97
331,331,3.0,politics_filtered_nov19,Trump campaign asks Pennsylvania court to declare Trump winner,3477
332,332,4.0,politics_filtered_nov21,"Let's count the ways Donald Trump has tried to subvert this election, shall we?",2271
333,333,2.0,politics_filtered_nov19,Georgia election official says hand tally of presidential race is complete and results affirm Biden’s lead over Trump,71
334,334,3.0,conservative_filtered_nov19,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin",72
335,335,3.0,politics_filtered_nov21,"Donald Trump says 'I won, by the way' and lashes out at Pfizer claiming it delayed news of the COVID-19 vaccine until after the election",693
336,336,3.0,politics_filtered_nov20,Michigan Senate Leader Shirkey swarmed by activists at airport before flying to meet with Trump,730
337,337,5.0,conservative_filtered_nov19,'We no longer have' an 'honest press' -- Commentator: Media 'casually compares Trump to Hitler' because it's 'what they believe',514
338,338,4.0,politics_filtered_nov20,Bernstein says GOP is enabling Trump as 'mad king',729
339,339,3.0,conservative_filtered_nov19,A Poll was released this morning trying to track trends into 2024 and the majority of deceased voters say they will vote again for Biden.,238
340,340,6.0,politics_filtered_nov20,Science Has Learned So Much About COVID—and the Trump Administration Hasn’t Learned Anything at All,187
341,341,2.0,politics_filtered_nov20,Wisconsin’s Recount Will Only Serve to Confirm Donald Trump’s Humiliating Defeat,262
342,342,6.0,politics_filtered_nov21,Trump's monumental sulk: president retreats from public eye as Covid ravages US,63
343,343,3.0,politics_filtered_nov21,"Yes, Donald Trump claimed fraud after the 2016 Iowa caucuses",2567
344,344,4.0,politics_filtered_nov21,"Georgia GOP governor says he understands Trump's frustration, but maintains he's following state laws",411
345,345,4.0,politics_filtered_nov20,"Trump's rhetoric is ""so similar"" to Jim Jones, says woman who fled Jonestown cult",52004
346,346,4.0,conservative_filtered_nov19,Obama’s Grotesque Self-Revisionism -- The former president's assessment of Trump ignores his own administration’s lawlessness.,295
347,347,1.0,politics_filtered_nov21,Donald Trump Will Lose One Of His Twitter Accounts To Joe Biden On Inauguration Day. An account the president uses to retweet his conspiracy theories and vitriol will be wiped and handed over to the Biden administration.,323
348,348,3.0,politics_filtered_nov20,Donald Trump is still busy trying to bulldoze democracy,129
349,349,5.0,politics_filtered_nov19,Biden set to meet Friday with top Democratic leaders in Congress,143
350,350,3.0,politics_filtered_nov20,Trump is the true perpetrator of election fraud,8627
351,351,4.0,politics_filtered_nov21,"Trump's Michigan election ploy: How it works, and why experts say it will fail",25
352,352,2.0,conservative_filtered_nov20,Biden certified Georgia winner after hand recount,11
353,353,2.0,politics_filtered_nov21,Georgia Secretary of State to certify election for Biden,17509
354,354,5.0,politics_filtered_nov20,"Mitt Romney: Trump's efforts to overturn election result are ""undemocratic""",778
355,355,4.0,conservative_filtered_nov20,Democrats And Media Are Reaping Fruit Of 4 Years Of Anti-Trump Conspiracy Theories,188
356,356,4.0,politics_filtered_nov21,"Dear Trump supporters: Those who egg on the president now, given the damage he does to America, are truly reprehensible",6327
357,357,5.0,politics_filtered_nov19,Republicans are letting Trump wage war on democracy,2213
358,358,4.0,politics_filtered_nov19,Former GSA administrator: 'It's clear' we should recognize Biden as the President-elect,955
359,359,2.0,politics_filtered_nov20,"There is 'no doubt' Joe Biden won Georgia, says Republican Secretary of State Brad Raffensperger",16612
360,360,4.0,conservative_filtered_nov20,Trump campaign statement on Georgia,452
361,361,4.0,politics_filtered_nov19,"Fact checking Giuliani and the Trump legal team's wild, fact-free press conference",266
362,362,6.0,conservative_filtered_nov19,"New York City's irrational decision to close NYC schools. They closed schools because a Pretend metric had been reached. You can take your child to a Joe Biden victory street party, but you can’t take them to your local public school to learn.",689
363,363,4.0,politics_filtered_nov20,"Fox's Geraldo Reaches Peak Cult Status, Says Name Vaccine 'The Trump'",38
364,364,4.0,conservative_filtered_nov19,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement,122
365,365,4.0,politics_filtered_nov19,Giuliani and fellow Trump lawyers crank out conspiracies as legal challenges implode,119
366,366,5.0,conservative_filtered_nov21,Trump Announces New Regulations Lowering Prescription Drug Costs,1419
367,367,4.0,conservative_filtered_nov19,"Facebook's Election Fact Checker Honored Biden In 2017, Employees Donated EXCLUSIVELY to Democrats in 2020",420
368,368,6.0,politics_filtered_nov21,Trump Skips G20 Pandemic Preparedness Meeting as Covid-19 Cases Surpass 12 Million in US,274
369,369,8.0,politics_filtered_nov21,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming. Allowing the convicted spy Jonathan Pollard the ability to emigrate to Israel was just the latest in a long list of prizes for America’s closest ally in the Middle East.",72
370,370,3.0,politics_filtered_nov19,"Prosecutor Resigns from Trump’s Police Commission, Says It Was ‘Smothered by a Pernicious Political Agenda’",379
371,371,4.0,politics_filtered_nov21,How Georgia's pro-Trump election chief became the bane of the GOP,122
372,372,5.0,politics_filtered_nov20,Biden marks Transgender Day of Remembrance,717
373,373,6.0,conservative_filtered_nov19,Biden Coronavirus Task Force’s Osterholm: 'We’re Going to See Hospitals Collapsing in the Next Two to Three Weeks',33
374,374,3.0,politics_filtered_nov20,Mnuchin Denies Trying To Hinder Incoming Biden Administration,69
375,375,4.0,politics_filtered_nov21,Trump tweets undermine Michigan leaders; images show Chatfield drinking at Trump hotel,549
376,376,3.0,politics_filtered_nov21,Michigan attorney general ponders criminal probes of state and local officials who bend to Trump’s will on overturning election results,10345
377,377,4.0,politics_filtered_nov21,"Sen. Bernie Sanders: ""Thank God"" Joe Biden won the election",788
378,378,2.0,politics_filtered_nov20,"Georgia secretary of state certifies election results, making Biden's victory official",945
379,379,4.0,politics_filtered_nov20,Trump supporter election lawsuit affidavit seems to mix up Michigan and Minnesota,271
380,380,3.0,politics_filtered_nov21,Trump nominee's long road to Fed may be dead end,59
381,381,4.0,politics_filtered_nov21,Trump Got Tricked by a Twitter Troll Posing as His Sister,680
382,382,3.0,politics_filtered_nov21,Trump accuses Pfizer and Moderna of working to stop his re-election,55296
383,383,6.0,politics_filtered_nov20,Trump could be a no-show at virtual G-20 as coronavirus ravages the globe,145
384,384,5.0,conservative_filtered_nov20,Satire: NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award,17
385,385,7.0,politics_filtered_nov20,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit",704
386,386,3.0,conservative_filtered_nov19,"Georgia Sec. of State Makes Bizarre Claim About Trump's Absentee Votes, Which Calls Into Question Other Claims",18
387,387,3.0,politics_filtered_nov19,1 in 10 Go Hungry as Trump and McConnell Fixate on Challenging Election Results,43027
388,388,8.0,politics_filtered_nov19,"Trump should quit and 'not be embarrassing', Czech president says.",10525
389,389,4.0,politics_filtered_nov20,President Donald Trump’s Election Lawsuits Plagued by Elementary Errors,126
390,390,2.0,politics_filtered_nov20,Georgia certifies Biden’s victory,246
391,391,6.0,conservative_filtered_nov20,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown,362
392,392,4.0,politics_filtered_nov20,Biden Be Bold: AOC &amp; Cori Bush Join Climate Protest Outside DNC Urging Activists to “Bring the Heat”,72
393,393,8.0,conservative_filtered_nov20,"Majority of voters say special counsel should be convened to investigate Biden, Ukraine dealings",273
394,394,3.0,politics_filtered_nov21,"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections",56167
395,395,1.0,politics_filtered_nov20,Obama: Navy SEALs Can Drag Trump Out of White House,1391
396,396,3.0,politics_filtered_nov19,Trump Invites MI GOP Leaders To White House Amid Desperate Efforts To Overturn Biden Win,930
397,397,5.0,conservative_filtered_nov21,Biden to Impose $200 Gun Tax | Americans for Tax Reform,20
398,398,2.0,politics_filtered_nov20,"Georgia Declares Biden Winner as Election Results Are Certified, Triggering Potential Recount Request From Trump Campaign",115
399,399,4.0,conservative_filtered_nov20,"‘Code Monkey’ and ‘Inventor of Email’, Are Said to Be Assisting Trump in Exposing Dominion Voting Systems",7
400,400,3.0,conservative_filtered_nov20,"Lin Wood loses motion to stop certification, Trump vows to file another ‘major lawsuit’ against Georgia election",259
401,401,3.0,conservative_filtered_nov20,Hoyer on Trump election challenges: 'I think this borders on treason',9
402,402,4.0,conservative_filtered_nov21,Tucker Carlson​ says Trump attorney Sidney Powell wouldn't provide him with any evidence of election fraud. Powell hits back.,163
403,403,6.0,politics_filtered_nov21,Trump playing Golf instead of cooperating to fight the Coronavirus Pandemic,28
404,404,4.0,politics_filtered_nov19,Discussion Thread: President-Elect Joe Biden Gives Remarks After Meeting with Governors,2593
405,405,5.0,politics_filtered_nov21,Will Trump Screw Up Republican Efforts to Hang Onto the Senate?,1094
406,406,4.0,conservative_filtered_nov20,"When Proven Liars Say Trump's Chances Are Slim, It's Time to Listen to Honest Folk Who Know the Score Instead",75
407,407,4.0,politics_filtered_nov20,Twitter Reminds Matt Gaetz Of ‘Lock Her Up’ After He Slams Calls For Jailing Trump,2857
408,408,1.0,politics_filtered_nov21,Steve Mnuchin Is Doing His Part to Sabotage the Biden Administration on His Way out the Door,3174
409,409,4.0,politics_filtered_nov21,How Members of Anti-Immigrant Extremist Groups Have Worked Closely with — and Joined — the Trump Administration,115
410,410,5.0,politics_filtered_nov19,"Biden says Trump's refusal to concede is ""incredibly damaging"" and ""totally irresponsible""",213
411,411,5.0,conservative_filtered_nov21,Trump Announces Groundbreaking Rules to Lower Prescription Drug Prices,687
412,412,5.0,politics_filtered_nov19,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials,16594
413,413,4.0,politics_filtered_nov19,Trump's election power play: Persuade Republican legislators to do what U.S. voters did not,302
414,414,3.0,conservative_filtered_nov20,Trump Lawyer in PA Placed Under Protection After ‘Threats of Harm’,81
415,415,4.0,conservative_filtered_nov19,Butterball Releases Turkey With Biden-Harris Logo So You Can Just Say Your Thanksgiving Gathering Is A Political Rally,47
416,416,4.0,conservative_filtered_nov20,Trump Summons Michigan GOP Leaders for Extraordinary Meeting,26
417,417,6.0,conservative_filtered_nov19,Biden declares there will be 'no national shutdown',26
418,418,7.0,politics_filtered_nov19,Trump Tax Write-Offs Are Ensnared in 2 New York Fraud Investigations,50
419,419,4.0,conservative_filtered_nov21,Trump Leads Voyage Of Pilgrims To Greenland To Establish Even Better America,64
420,420,3.0,politics_filtered_nov20,Democrats demand briefing from GSA chief on delay in ascertaining Biden’s win,1340
421,421,4.0,conservative_filtered_nov19,"TRUMP: Biden receives a dump of 143,379 votes at 3:42AM a day after the election",1965
422,422,2.0,politics_filtered_nov20,"Georgia to certify Biden's win today, officials say",704
423,423,5.0,politics_filtered_nov19,Second prosecutor resigns from Trump's police commission,640
424,424,5.0,conservative_filtered_nov20,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs.""",2557
425,425,8.0,conservative_filtered_nov19,"Biden/Harris Would be a Disaster for the Middle East and American Jews. Non-Jews are bewildered by the voting patterns and ideology of American Jews who are predominantly tethered to the Democrat party, do not prioritize Israel as a voting concern, and support actual Jew-haters and Israel-bashers.",227
426,426,4.0,politics_filtered_nov20,Discussion Thread: President Trump Remarks on Prescription Drug Prices - 11/20/2020 | Live - 2:30 pm ET,1
427,427,2.0,conservative_filtered_nov20,Georgia Secretary of State to certify election for Biden,25
428,428,5.0,conservative_filtered_nov19,NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award,82
429,429,3.0,conservative_filtered_nov19,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result,632
430,430,5.0,politics_filtered_nov20,Biden Supports Some Student Loan Forgiveness. The Left Is Demanding Much More.,94
431,431,5.0,conservative_filtered_nov21,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election",63
432,432,4.0,politics_filtered_nov19,Trump’s fury grows as US election loss becomes unequivocal,467
433,433,7.0,politics_filtered_nov19,"Biden’s Justice Department should launch sweeping criminal probe into Trump administration, House Democrat says",17336
434,434,4.0,politics_filtered_nov20,Trump reportedly told an ally he knows he lost the 2020 election but wants revenge on Democrats for disputing his 2016 win,9756
435,435,3.0,politics_filtered_nov21,"Yes, Trump Is (Still) Engaged in an Attempted Coup; and Yes, It Might Lead to a Constitutional Crisis and a Breaking Point",1123
436,436,2.0,politics_filtered_nov21,Trump campaign again seeks to stop certification of Pennsylvania's election results,75
437,437,4.0,conservative_filtered_nov19,"Abrams: Trump Needs to Acknowledge 'Legal Sufficiency' of Election, 'As I Did'",53
438,438,3.0,politics_filtered_nov20,Trump strips US Fed of emergency credit powers in latest scorched-earth move,623
439,439,7.0,politics_filtered_nov20,New York Investigations Into Trump Have Reportedly Expanded to Cover Millions in Questionable Tax Write-Offs,1260
440,440,3.0,conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’,241
441,441,2.0,politics_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit,1817
442,442,4.0,conservative_filtered_nov20,"Biden stuggles with words at press conference -- 'I'm going to ... employ the defense, reconstruct the act'",19
443,443,4.0,politics_filtered_nov21,GOP lawmaker patience runs thin with Trump tactics,430
444,444,5.0,conservative_filtered_nov21,"BLM Co-founder: Biden's election was 'won by Black people', 'We want something for our vote.'",58
445,445,8.0,politics_filtered_nov19,"'Up is down, down is up': Trump did Russia's job for it by firing Chris Krebs, and Krebs' removal is the biggest sign of his success",511
446,446,4.0,politics_filtered_nov20,An anonymous group of top US CEOs said they would hold off acting against Trump until after the Georgia recount. It's done.,9733
447,447,5.0,politics_filtered_nov21,"The Perils of Not Prosecuting Trump Joe Biden is wary of a legal reckoning against his predecessor, but to let Trump go would be to sanction future corruption.",4683
448,448,4.0,conservative_filtered_nov21,Anti-Trump Legal Team Withdraws In Pennsylvania,1048
449,449,3.0,conservative_filtered_nov19,Trump Campaign Lawyers: There Is a Pattern of Planned Voter Fraud in Multiple States,13
450,450,4.0,politics_filtered_nov19,'Integrity matters': Meet the lone Republican election official standing up to his party and Trump,11552
451,451,6.0,politics_filtered_nov19,Trump team admits to keeping Biden officials in dark over Covid vaccine plan,604
452,452,4.0,conservative_filtered_nov19,Former US president Donald Trump campaign drops Michigan lawsuit,10
453,453,4.0,conservative_filtered_nov21,"Whatever Happens In The Next Few Weeks, Brothers and Sisters, Remember This Clip, My Favorite 60 seconds of Trump: 'I am your voice'",49
454,454,7.0,politics_filtered_nov21,Opinion: Hold President Trump accountable for his misdeeds,1919
455,455,2.0,politics_filtered_nov19,Biden vote tally getting close to 80 million,2365
456,456,4.0,politics_filtered_nov21,Trump goes golfing in middle of G20 summit,241
457,457,4.0,politics_filtered_nov21,No Take Backs! Blackburn Spox Says GOPer Didn’t Mean To Call Biden President-Elect,155
458,458,3.0,conservative_filtered_nov20,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts",77
459,459,3.0,politics_filtered_nov21,Letters to the Editor: Stop Donald Trump's coup. Impeach him again,3860
460,460,3.0,politics_filtered_nov21,"Trump forges ahead with frantic effort to overturn election | Having exhausted many of his legal options, Trump is looking at other ways to subvert Joe Biden’s victory.",18
461,461,3.0,politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount,586
462,462,5.0,politics_filtered_nov21,Joe Biden Turns 78 and Will Be the Oldest President — After Trump Broke the Record Right Before Him,125
463,463,4.0,conservative_filtered_nov20,Satire: Obama Horrified As Trump Undoes His Years Of Hard Work Bombing The Middle East,1270
464,464,6.0,conservative_filtered_nov19,"NYT Columnist Admits ‘Trump Was Right,’ Dems ‘Wrong’ On Crucial COVID Policy | The Daily Wire",27
465,465,1.0,politics_filtered_nov20,"Kavanaugh should face new investigation, Biden transition official Barbara McQuade wrote",399
466,466,5.0,politics_filtered_nov19,"Biden's top unification task: Expose Trump team wrongdoing, restore trust in government - Biden needs a government-wide audit to find every ounce of Trump administration mismanagement and corruption. Unity hinges on transparency and trust.",13153
467,467,4.0,conservative_filtered_nov19,BLM Thug Who Sucked-Punched Trump Supporter Is a Convicted Child Rapist,3613
468,468,5.0,politics_filtered_nov19,Biden to name Treasury nominee ‘acceptable to all elements of the party’ around Thanksgiving,93
469,469,5.0,politics_filtered_nov21,Trump appointed judges in Florida overturn ban on conversion therapy for minors,451
470,470,4.0,politics_filtered_nov19,"Giuliani Presser Was ‘Most Dangerous’ TV In US History, Says Security Expert Trump Fired",1193
471,471,3.0,conservative_filtered_nov20,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election",38
472,472,6.0,politics_filtered_nov19,“It’s the Trump Bubble”: The Right Has Created a Wave of COVID Patients Who Don’t Believe It’s Real,390
473,473,3.0,conservative_filtered_nov21,"Georgia Gov. Kemp Calls for Audit, Says Trump Can Demand New Recount",68
474,474,4.0,politics_filtered_nov21,Trump has longstanding history of calling elections 'rigged' if he doesn’t like the results,3459
475,475,4.0,conservative_filtered_nov21,"Rudy and Sidney’s Krakentastic Spectacle, and What It Could Mean -- A dismissive legacy media might have panned Team Trump’s press conference Thursday, but it was a significant moment with significant portents.",73
476,476,5.0,politics_filtered_nov20,"Mitt Romney on Trump: ‘It is difficult to imagine a worse, more undemocratic action by a sitting American President’",2012
477,477,5.0,politics_filtered_nov20,"Trump Is Rushing Through His Biggest, Most Dangerous Arms Deal. Congress Could Stop It.",688
478,478,2.0,conservative_filtered_nov20,"Michigan, 6:31 AM, 150,000 votes, 96% for Biden...nothing to see here",919
479,479,2.0,conservative_filtered_nov21,Biden certified Georgia winner after hand recount,38
480,480,4.0,politics_filtered_nov20,"No, You Do Not Have to Feel the Trump Voter's Pain — There is no reason, after five and half years of untruths, dog-whistles, slurs and conspiracies, and weeks of Trump trying to undermine Biden’s win, to hug the people who want to disenfranchise you.",7817
481,481,5.0,politics_filtered_nov21,Cuomo tells Biden $500 billion in stimulus funds needed to bail out states,231
482,482,4.0,conservative_filtered_nov20,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges",569
