,coding,group,title
263,4.0,politics_filtered_nov20,Trump advisers reportedly think Rudy Giuliani is encouraging election lawsuits so he can get paid
264,3.0,conservative_filtered_nov19,Trump campaign lawyer under protection following ‘threats of harm’
265,5.0,politics_filtered_nov20,"Romney on Trump election tactics: 'Difficult to imagine a worse, more undemocratic action' by president"
266,4.0,conservative_filtered_nov19,Jennifer Dillon crunched the data to s̵t̵e̵e̵r̵ ̵ steal Biden’s success
267,4.0,conservative_filtered_nov20,Paul Krugman spotted doing a quick economic one-eighty with 'Biden boom' prediction
268,4.0,conservative_filtered_nov21,Harvard Students Demand That Trump Officials Be Preemptively Barred From Campus
269,3.0,politics_filtered_nov19,Are you sure Trump's plan to steal the election has failed? You shouldn't be
270,4.0,conservative_filtered_nov19,Satire: Biden Getting Excited As Segregation Coming Back Into Style
271,4.0,conservative_filtered_nov19,"Trump Campaign Withdrawing Lawsuit in Michigan After Wayne County ‘Relief,’ Says Giuliani"
272,2.0,politics_filtered_nov19,Georgia recount complete; Biden still the winner
273,1.0,politics_filtered_nov19,Biden's incoming chief of staff says Trump 'failing to follow the law' by not letting transition begin
274,3.0,politics_filtered_nov19,Michigan Republicans Are Helping Trump Try to Steal the State’s Election
275,5.0,politics_filtered_nov20,Donald Trump Is Leaving Behind Blueprints to End Democracy
276,8.0,politics_filtered_nov19,Biden: Trump's actions send 'damaging' message to rest of world
277,5.0,politics_filtered_nov20,"Biden, top Democrats lay groundwork for multibillion dollar push to boost U.S. broadband"
278,5.0,politics_filtered_nov20,"‘It's difficult to imagine a worse, more undemocratic action by a sitting American President': Mitt Romney rips Trump for his latest efforts to subvert the election"
279,8.0,conservative_filtered_nov19,"Majority of voters say special counsel should be convened to investigate Biden, Ukraine dealings"
280,7.0,politics_filtered_nov20,NY probes President Trump's consulting payments that reduced his taxes
281,4.0,politics_filtered_nov20,Obama joked that Trump might have to get dragged out of the White House by Navy SEALs if he keeps refusing to concede
282,4.0,politics_filtered_nov21,Why Can Trump Try To Steal The Election? Blame The Electoral College.
283,3.0,conservative_filtered_nov20,Lawyer working on Trump Pennsylvania effort placed under official protection due to threats
284,4.0,conservative_filtered_nov19,Democrats And Media Are Reaping Fruit Of 4 Years Of Anti-Trump Conspiracy Theories
285,,conservative_filtered_nov20,Satire: Biden Getting Excited As Segregation Coming Back Into Style
286,4.0,politics_filtered_nov19,Donald Trump’s Effort To Steal The Election Is Comically Stupid — And Extremely Dangerous
287,8.0,conservative_filtered_nov20,"After UN ‘Database’ Targets Israeli Settlements, Trump Administration to Blacklist BDS Supporters"
288,4.0,politics_filtered_nov21,Judge rules against Trump global media chief after firings
289,4.0,conservative_filtered_nov21,Michigan AG Suggests Criminally Charging Republican Legislators for Meeting With Trump
290,2.0,politics_filtered_nov19,"Georgia recount complete, and Biden is still the winner"
291,4.0,conservative_filtered_nov19,Trump Admin Brings Hammer Down on 'Anti-Semitic' Movement Targeting Israel
292,4.0,politics_filtered_nov19,Rudy Giuliani straight-up asked a federal judge to ignore Pennsylvania voters and declare Trump won the state
293,4.0,politics_filtered_nov19,Judge Halts Trump Administration’s Eighth Federal Execution
294,3.0,conservative_filtered_nov19,Giuliani: 'Massive Fraud' Used to Steal Election From Trump
295,3.0,politics_filtered_nov19,"Trump asks judge to declare him winner in Pennsylvania despite trailing by 80,000 votes"
296,7.0,politics_filtered_nov20,Trump Fraud Investigations Now Include Tax Write-offs for Ivanka
297,3.0,conservative_filtered_nov19,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts"
298,5.0,conservative_filtered_nov20,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement
299,4.0,politics_filtered_nov20,Trump’s lawyers confused MN and MI vote counts in affidavit intending to prove voter fraud
300,5.0,politics_filtered_nov20,"If Biden Forgives First $20K of Student Loans, It Erases Debt For 55% of Borrowers"
301,4.0,politics_filtered_nov19,Trump Is Going Overboard in His Final Days. He Should Just Disappear—Go Golfing and Leave Our Government Alone
302,7.0,politics_filtered_nov21,Trump Organization's consulting payments to Ivanka Trump are focus of NY tax probe
303,4.0,politics_filtered_nov19,Trump Is Banking on Republican Legislators Ignoring Will of the People. Legal Experts Say It’s ‘Exceedingly Unlikely to Work.’
304,4.0,politics_filtered_nov21,Trump’s lawsuits plagued by spelling errors: ‘I’ve never seen an election lawyer handle a case as poorly as Giuliani has’
305,3.0,politics_filtered_nov19,"Pat Robertson prays for Satan to stop making people believe Joe Biden won the election — “In the name of Jesus, I bind the spirit of delusion that has come across our land... I still think Trump’s gonna ultimately win.”"
306,4.0,conservative_filtered_nov21,6 Big Claims by Trump’s Lawyers About Overturning Election Results
307,4.0,politics_filtered_nov19,"Biden, Harris to meet with governors, Trump again has no public events"
308,4.0,politics_filtered_nov21,Senators who urged ‘voters to decide’ impeachment won’t admit Trump lost the election
309,4.0,conservative_filtered_nov20,"Trump Campaign Withdrawing Lawsuit in Michigan After Wayne County ‘Relief,’ Says Giuliani"
310,4.0,politics_filtered_nov21,'GOP made a bed of nails': Scaramucci on Republicans appeasing Trump
311,5.0,politics_filtered_nov20,Republicans Truly Don't Care That Trump Is Undermining Democracy
312,4.0,politics_filtered_nov21,White Nationalist Appointed by Trump to Holocaust Commission Praised Jeffrey Epstein for Not Being “a Pussy”
313,4.0,politics_filtered_nov20,Trump’s Indifference Amounts to Negligent Homicide
314,4.0,politics_filtered_nov19,Trump Campaign’s Jenna Ellis Mocked Election Law Expert for Being Right. Then the Trump Campaign Proved Him Right.
315,8.0,politics_filtered_nov20,Dominion counters Trump legal team after press conference claims: 'No ties to Venezuela or Cuba'
316,4.0,politics_filtered_nov21,The Desperate Final Gasps of Team Trump’s Flailing ‘Mini-Coup’
317,2.0,conservative_filtered_nov21,Opinion | Georgia Certifies: Donald Trump Lost
318,4.0,conservative_filtered_nov20,The Hill’s Joe Concha Takes Blowtorch to Pro-Biden ‘Marshmallow Media’
319,4.0,politics_filtered_nov20,Trump’s fury grows as US election loss becomes unequivocal
320,4.0,politics_filtered_nov19,Weissmann: Citizen Trump should be prosecuted for obstructing Special Counsel Mueller
321,2.0,politics_filtered_nov21,Georgia secretary of state certifies election results that show state’s voters chose Joe Biden for president
322,4.0,politics_filtered_nov20,Edward Norton: Trump 'throwing a wicked pout fest' over election
323,3.0,politics_filtered_nov19,"Rudy Giuliani sweats profusely, falsely accuses Biden of ‘horrible’ crimes during bizarre press conference"
324,4.0,politics_filtered_nov19,"Did Trump drain the swamp? Watchdog gives him an F, while Biden starts with a C"
325,4.0,politics_filtered_nov20,"If Biden Wants to Be Like F.D.R., He Needs the Left | Radical agitation helped bring Social Security and much of the New Deal into being."
326,5.0,politics_filtered_nov20,"Biden looks to rehire diplomats, others fired by Trump to rebuild State Department"
327,4.0,conservative_filtered_nov19,Giuliani: Trump Campaign Drops Michigan Lawsuit
328,4.0,politics_filtered_nov19,Wisconsin Democratic election official: Don't water Trump's 'plant of baloney'
329,5.0,politics_filtered_nov20,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say"
330,5.0,politics_filtered_nov19,Trump Is Salting the Soil of American Democracy
331,3.0,politics_filtered_nov19,Trump campaign asks Pennsylvania court to declare Trump winner
332,4.0,politics_filtered_nov21,"Let's count the ways Donald Trump has tried to subvert this election, shall we?"
333,2.0,politics_filtered_nov19,Georgia election official says hand tally of presidential race is complete and results affirm Biden’s lead over Trump
334,3.0,conservative_filtered_nov19,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin"
335,3.0,politics_filtered_nov21,"Donald Trump says 'I won, by the way' and lashes out at Pfizer claiming it delayed news of the COVID-19 vaccine until after the election"
336,3.0,politics_filtered_nov20,Michigan Senate Leader Shirkey swarmed by activists at airport before flying to meet with Trump
337,5.0,conservative_filtered_nov19,'We no longer have' an 'honest press' -- Commentator: Media 'casually compares Trump to Hitler' because it's 'what they believe'
338,4.0,politics_filtered_nov20,Bernstein says GOP is enabling Trump as 'mad king'
339,3.0,conservative_filtered_nov19,A Poll was released this morning trying to track trends into 2024 and the majority of deceased voters say they will vote again for Biden.
340,6.0,politics_filtered_nov20,Science Has Learned So Much About COVID—and the Trump Administration Hasn’t Learned Anything at All
341,2.0,politics_filtered_nov20,Wisconsin’s Recount Will Only Serve to Confirm Donald Trump’s Humiliating Defeat
342,6.0,politics_filtered_nov21,Trump's monumental sulk: president retreats from public eye as Covid ravages US
343,3.0,politics_filtered_nov21,"Yes, Donald Trump claimed fraud after the 2016 Iowa caucuses"
344,4.0,politics_filtered_nov21,"Georgia GOP governor says he understands Trump's frustration, but maintains he's following state laws"
345,4.0,politics_filtered_nov20,"Trump's rhetoric is ""so similar"" to Jim Jones, says woman who fled Jonestown cult"
346,4.0,conservative_filtered_nov19,Obama’s Grotesque Self-Revisionism -- The former president's assessment of Trump ignores his own administration’s lawlessness.
347,1.0,politics_filtered_nov21,Donald Trump Will Lose One Of His Twitter Accounts To Joe Biden On Inauguration Day. An account the president uses to retweet his conspiracy theories and vitriol will be wiped and handed over to the Biden administration.
348,3.0,politics_filtered_nov20,Donald Trump is still busy trying to bulldoze democracy
349,5.0,politics_filtered_nov19,Biden set to meet Friday with top Democratic leaders in Congress
350,3.0,politics_filtered_nov20,Trump is the true perpetrator of election fraud
351,4.0,politics_filtered_nov21,"Trump's Michigan election ploy: How it works, and why experts say it will fail"
352,2.0,conservative_filtered_nov20,Biden certified Georgia winner after hand recount
353,2.0,politics_filtered_nov21,Georgia Secretary of State to certify election for Biden
354,5.0,politics_filtered_nov20,"Mitt Romney: Trump's efforts to overturn election result are ""undemocratic"""
355,4.0,conservative_filtered_nov20,Democrats And Media Are Reaping Fruit Of 4 Years Of Anti-Trump Conspiracy Theories
356,4.0,politics_filtered_nov21,"Dear Trump supporters: Those who egg on the president now, given the damage he does to America, are truly reprehensible"
357,5.0,politics_filtered_nov19,Republicans are letting Trump wage war on democracy
358,4.0,politics_filtered_nov19,Former GSA administrator: 'It's clear' we should recognize Biden as the President-elect
359,2.0,politics_filtered_nov20,"There is 'no doubt' Joe Biden won Georgia, says Republican Secretary of State Brad Raffensperger"
360,4.0,conservative_filtered_nov20,Trump campaign statement on Georgia
361,4.0,politics_filtered_nov19,"Fact checking Giuliani and the Trump legal team's wild, fact-free press conference"
362,6.0,conservative_filtered_nov19,"New York City's irrational decision to close NYC schools. They closed schools because a Pretend metric had been reached. You can take your child to a Joe Biden victory street party, but you can’t take them to your local public school to learn."
363,4.0,politics_filtered_nov20,"Fox's Geraldo Reaches Peak Cult Status, Says Name Vaccine 'The Trump'"
364,4.0,conservative_filtered_nov19,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement
365,4.0,politics_filtered_nov19,Giuliani and fellow Trump lawyers crank out conspiracies as legal challenges implode
366,5.0,conservative_filtered_nov21,Trump Announces New Regulations Lowering Prescription Drug Costs
367,4.0,conservative_filtered_nov19,"Facebook's Election Fact Checker Honored Biden In 2017, Employees Donated EXCLUSIVELY to Democrats in 2020"
368,6.0,politics_filtered_nov21,Trump Skips G20 Pandemic Preparedness Meeting as Covid-19 Cases Surpass 12 Million in US
369,8.0,politics_filtered_nov21,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming. Allowing the convicted spy Jonathan Pollard the ability to emigrate to Israel was just the latest in a long list of prizes for America’s closest ally in the Middle East."
370,3.0,politics_filtered_nov19,"Prosecutor Resigns from Trump’s Police Commission, Says It Was ‘Smothered by a Pernicious Political Agenda’"
371,4.0,politics_filtered_nov21,How Georgia's pro-Trump election chief became the bane of the GOP
372,5.0,politics_filtered_nov20,Biden marks Transgender Day of Remembrance
373,6.0,conservative_filtered_nov19,Biden Coronavirus Task Force’s Osterholm: 'We’re Going to See Hospitals Collapsing in the Next Two to Three Weeks'
374,3.0,politics_filtered_nov20,Mnuchin Denies Trying To Hinder Incoming Biden Administration
375,4.0,politics_filtered_nov21,Trump tweets undermine Michigan leaders; images show Chatfield drinking at Trump hotel
376,3.0,politics_filtered_nov21,Michigan attorney general ponders criminal probes of state and local officials who bend to Trump’s will on overturning election results
377,4.0,politics_filtered_nov21,"Sen. Bernie Sanders: ""Thank God"" Joe Biden won the election"
378,2.0,politics_filtered_nov20,"Georgia secretary of state certifies election results, making Biden's victory official"
379,4.0,politics_filtered_nov20,Trump supporter election lawsuit affidavit seems to mix up Michigan and Minnesota
380,3.0,politics_filtered_nov21,Trump nominee's long road to Fed may be dead end
381,4.0,politics_filtered_nov21,Trump Got Tricked by a Twitter Troll Posing as His Sister
382,3.0,politics_filtered_nov21,Trump accuses Pfizer and Moderna of working to stop his re-election
383,6.0,politics_filtered_nov20,Trump could be a no-show at virtual G-20 as coronavirus ravages the globe
384,5.0,conservative_filtered_nov20,Satire: NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award
385,7.0,politics_filtered_nov20,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit"
386,3.0,conservative_filtered_nov19,"Georgia Sec. of State Makes Bizarre Claim About Trump's Absentee Votes, Which Calls Into Question Other Claims"
387,3.0,politics_filtered_nov19,1 in 10 Go Hungry as Trump and McConnell Fixate on Challenging Election Results
388,8.0,politics_filtered_nov19,"Trump should quit and 'not be embarrassing', Czech president says."
389,4.0,politics_filtered_nov20,President Donald Trump’s Election Lawsuits Plagued by Elementary Errors
390,2.0,politics_filtered_nov20,Georgia certifies Biden’s victory
391,6.0,conservative_filtered_nov20,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown
392,4.0,politics_filtered_nov20,Biden Be Bold: AOC &amp; Cori Bush Join Climate Protest Outside DNC Urging Activists to “Bring the Heat”
393,8.0,conservative_filtered_nov20,"Majority of voters say special counsel should be convened to investigate Biden, Ukraine dealings"
394,3.0,politics_filtered_nov21,"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections"
395,1.0,politics_filtered_nov20,Obama: Navy SEALs Can Drag Trump Out of White House
396,3.0,politics_filtered_nov19,Trump Invites MI GOP Leaders To White House Amid Desperate Efforts To Overturn Biden Win
397,5.0,conservative_filtered_nov21,Biden to Impose $200 Gun Tax | Americans for Tax Reform
398,2.0,politics_filtered_nov20,"Georgia Declares Biden Winner as Election Results Are Certified, Triggering Potential Recount Request From Trump Campaign"
399,4.0,conservative_filtered_nov20,"‘Code Monkey’ and ‘Inventor of Email’, Are Said to Be Assisting Trump in Exposing Dominion Voting Systems"
400,3.0,conservative_filtered_nov20,"Lin Wood loses motion to stop certification, Trump vows to file another ‘major lawsuit’ against Georgia election"
401,3.0,conservative_filtered_nov20,Hoyer on Trump election challenges: 'I think this borders on treason'
402,4.0,conservative_filtered_nov21,Tucker Carlson​ says Trump attorney Sidney Powell wouldn't provide him with any evidence of election fraud. Powell hits back.
403,6.0,politics_filtered_nov21,Trump playing Golf instead of cooperating to fight the Coronavirus Pandemic
404,4.0,politics_filtered_nov19,Discussion Thread: President-Elect Joe Biden Gives Remarks After Meeting with Governors
405,5.0,politics_filtered_nov21,Will Trump Screw Up Republican Efforts to Hang Onto the Senate?
406,4.0,conservative_filtered_nov20,"When Proven Liars Say Trump's Chances Are Slim, It's Time to Listen to Honest Folk Who Know the Score Instead"
407,4.0,politics_filtered_nov20,Twitter Reminds Matt Gaetz Of ‘Lock Her Up’ After He Slams Calls For Jailing Trump
408,1.0,politics_filtered_nov21,Steve Mnuchin Is Doing His Part to Sabotage the Biden Administration on His Way out the Door
409,4.0,politics_filtered_nov21,How Members of Anti-Immigrant Extremist Groups Have Worked Closely with — and Joined — the Trump Administration
410,5.0,politics_filtered_nov19,"Biden says Trump's refusal to concede is ""incredibly damaging"" and ""totally irresponsible"""
411,5.0,conservative_filtered_nov21,Trump Announces Groundbreaking Rules to Lower Prescription Drug Prices
412,5.0,politics_filtered_nov19,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials
413,4.0,politics_filtered_nov19,Trump's election power play: Persuade Republican legislators to do what U.S. voters did not
414,3.0,conservative_filtered_nov20,Trump Lawyer in PA Placed Under Protection After ‘Threats of Harm’
415,4.0,conservative_filtered_nov19,Butterball Releases Turkey With Biden-Harris Logo So You Can Just Say Your Thanksgiving Gathering Is A Political Rally
416,4.0,conservative_filtered_nov20,Trump Summons Michigan GOP Leaders for Extraordinary Meeting
417,6.0,conservative_filtered_nov19,Biden declares there will be 'no national shutdown'
418,7.0,politics_filtered_nov19,Trump Tax Write-Offs Are Ensnared in 2 New York Fraud Investigations
419,4.0,conservative_filtered_nov21,Trump Leads Voyage Of Pilgrims To Greenland To Establish Even Better America
420,3.0,politics_filtered_nov20,Democrats demand briefing from GSA chief on delay in ascertaining Biden’s win
421,4.0,conservative_filtered_nov19,"TRUMP: Biden receives a dump of 143,379 votes at 3:42AM a day after the election"
422,2.0,politics_filtered_nov20,"Georgia to certify Biden's win today, officials say"
423,5.0,politics_filtered_nov19,Second prosecutor resigns from Trump's police commission
424,5.0,conservative_filtered_nov20,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs."""
425,8.0,conservative_filtered_nov19,"Biden/Harris Would be a Disaster for the Middle East and American Jews. Non-Jews are bewildered by the voting patterns and ideology of American Jews who are predominantly tethered to the Democrat party, do not prioritize Israel as a voting concern, and support actual Jew-haters and Israel-bashers."
426,4.0,politics_filtered_nov20,Discussion Thread: President Trump Remarks on Prescription Drug Prices - 11/20/2020 | Live - 2:30 pm ET
427,2.0,conservative_filtered_nov20,Georgia Secretary of State to certify election for Biden
428,5.0,conservative_filtered_nov19,NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award
429,3.0,conservative_filtered_nov19,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result
430,5.0,politics_filtered_nov20,Biden Supports Some Student Loan Forgiveness. The Left Is Demanding Much More.
431,5.0,conservative_filtered_nov21,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election"
432,4.0,politics_filtered_nov19,Trump’s fury grows as US election loss becomes unequivocal
433,7.0,politics_filtered_nov19,"Biden’s Justice Department should launch sweeping criminal probe into Trump administration, House Democrat says"
434,4.0,politics_filtered_nov20,Trump reportedly told an ally he knows he lost the 2020 election but wants revenge on Democrats for disputing his 2016 win
435,3.0,politics_filtered_nov21,"Yes, Trump Is (Still) Engaged in an Attempted Coup; and Yes, It Might Lead to a Constitutional Crisis and a Breaking Point"
436,2.0,politics_filtered_nov21,Trump campaign again seeks to stop certification of Pennsylvania's election results
437,4.0,conservative_filtered_nov19,"Abrams: Trump Needs to Acknowledge 'Legal Sufficiency' of Election, 'As I Did'"
438,3.0,politics_filtered_nov20,Trump strips US Fed of emergency credit powers in latest scorched-earth move
439,7.0,politics_filtered_nov20,New York Investigations Into Trump Have Reportedly Expanded to Cover Millions in Questionable Tax Write-Offs
440,3.0,conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’
441,2.0,politics_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit
442,4.0,conservative_filtered_nov20,"Biden stuggles with words at press conference -- 'I'm going to ... employ the defense, reconstruct the act'"
443,4.0,politics_filtered_nov21,GOP lawmaker patience runs thin with Trump tactics
444,5.0,conservative_filtered_nov21,"BLM Co-founder: Biden's election was 'won by Black people', 'We want something for our vote.'"
445,8.0,politics_filtered_nov19,"'Up is down, down is up': Trump did Russia's job for it by firing Chris Krebs, and Krebs' removal is the biggest sign of his success"
446,4.0,politics_filtered_nov20,An anonymous group of top US CEOs said they would hold off acting against Trump until after the Georgia recount. It's done.
447,5.0,politics_filtered_nov21,"The Perils of Not Prosecuting Trump Joe Biden is wary of a legal reckoning against his predecessor, but to let Trump go would be to sanction future corruption."
448,4.0,conservative_filtered_nov21,Anti-Trump Legal Team Withdraws In Pennsylvania
449,3.0,conservative_filtered_nov19,Trump Campaign Lawyers: There Is a Pattern of Planned Voter Fraud in Multiple States
450,4.0,politics_filtered_nov19,'Integrity matters': Meet the lone Republican election official standing up to his party and Trump
451,6.0,politics_filtered_nov19,Trump team admits to keeping Biden officials in dark over Covid vaccine plan
452,4.0,conservative_filtered_nov19,Former US president Donald Trump campaign drops Michigan lawsuit
453,4.0,conservative_filtered_nov21,"Whatever Happens In The Next Few Weeks, Brothers and Sisters, Remember This Clip, My Favorite 60 seconds of Trump: 'I am your voice'"
454,7.0,politics_filtered_nov21,Opinion: Hold President Trump accountable for his misdeeds
455,2.0,politics_filtered_nov19,Biden vote tally getting close to 80 million
456,4.0,politics_filtered_nov21,Trump goes golfing in middle of G20 summit
457,4.0,politics_filtered_nov21,No Take Backs! Blackburn Spox Says GOPer Didn’t Mean To Call Biden President-Elect
458,3.0,conservative_filtered_nov20,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts"
459,3.0,politics_filtered_nov21,Letters to the Editor: Stop Donald Trump's coup. Impeach him again
460,3.0,politics_filtered_nov21,"Trump forges ahead with frantic effort to overturn election | Having exhausted many of his legal options, Trump is looking at other ways to subvert Joe Biden’s victory."
461,3.0,politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount
462,5.0,politics_filtered_nov21,Joe Biden Turns 78 and Will Be the Oldest President — After Trump Broke the Record Right Before Him
463,4.0,conservative_filtered_nov20,Satire: Obama Horrified As Trump Undoes His Years Of Hard Work Bombing The Middle East
464,6.0,conservative_filtered_nov19,"NYT Columnist Admits ‘Trump Was Right,’ Dems ‘Wrong’ On Crucial COVID Policy | The Daily Wire"
465,1.0,politics_filtered_nov20,"Kavanaugh should face new investigation, Biden transition official Barbara McQuade wrote"
466,5.0,politics_filtered_nov19,"Biden's top unification task: Expose Trump team wrongdoing, restore trust in government - Biden needs a government-wide audit to find every ounce of Trump administration mismanagement and corruption. Unity hinges on transparency and trust."
467,4.0,conservative_filtered_nov19,BLM Thug Who Sucked-Punched Trump Supporter Is a Convicted Child Rapist
468,5.0,politics_filtered_nov19,Biden to name Treasury nominee ‘acceptable to all elements of the party’ around Thanksgiving
469,5.0,politics_filtered_nov21,Trump appointed judges in Florida overturn ban on conversion therapy for minors
470,4.0,politics_filtered_nov19,"Giuliani Presser Was ‘Most Dangerous’ TV In US History, Says Security Expert Trump Fired"
471,3.0,conservative_filtered_nov20,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election"
472,6.0,politics_filtered_nov19,“It’s the Trump Bubble”: The Right Has Created a Wave of COVID Patients Who Don’t Believe It’s Real
473,3.0,conservative_filtered_nov21,"Georgia Gov. Kemp Calls for Audit, Says Trump Can Demand New Recount"
474,4.0,politics_filtered_nov21,Trump has longstanding history of calling elections 'rigged' if he doesn’t like the results
475,4.0,conservative_filtered_nov21,"Rudy and Sidney’s Krakentastic Spectacle, and What It Could Mean -- A dismissive legacy media might have panned Team Trump’s press conference Thursday, but it was a significant moment with significant portents."
476,5.0,politics_filtered_nov20,"Mitt Romney on Trump: ‘It is difficult to imagine a worse, more undemocratic action by a sitting American President’"
477,5.0,politics_filtered_nov20,"Trump Is Rushing Through His Biggest, Most Dangerous Arms Deal. Congress Could Stop It."
478,2.0,conservative_filtered_nov20,"Michigan, 6:31 AM, 150,000 votes, 96% for Biden...nothing to see here"
479,2.0,conservative_filtered_nov21,Biden certified Georgia winner after hand recount
480,4.0,politics_filtered_nov20,"No, You Do Not Have to Feel the Trump Voter's Pain — There is no reason, after five and half years of untruths, dog-whistles, slurs and conspiracies, and weeks of Trump trying to undermine Biden’s win, to hug the people who want to disenfranchise you."
481,5.0,politics_filtered_nov21,Cuomo tells Biden $500 billion in stimulus funds needed to bail out states
482,4.0,conservative_filtered_nov20,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges"
483,5.0,politics_filtered_nov19,"'We Simply Cannot Afford Half-Measures': Outside DNC, Progressives Demand Biden Go Big for Green New Deal"
484,4.0,politics_filtered_nov21,"Rudy Giuliani's quixotic frenzy has observers wondering if he may need Trump's protection | ""One explanation? He needs a pardon and he's trying to earn it,"" a CNN analyst says"
485,4.0,conservative_filtered_nov21,Biden Mocks a Reporter for Asking a Question as Biden's Staff Tries to Get the Press Out of There
486,2.0,politics_filtered_nov20,Georgia certifies that Joe Biden won the recount
487,4.0,conservative_filtered_nov21,"Joe Biden: Why Are Reporters Asking Me Questions? On Friday, Biden appeared dumbfounded as to why a reporter was asking the projected Democratic presidential-elect a question as the press pool was being scurried away by staff."
488,3.0,politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount
489,3.0,politics_filtered_nov19,An unusually easy Trump debunking: There was no suspicious vote dump in Wisconsin
490,1.0,politics_filtered_nov19,Why Trump Should Not Have Access to U.S. Intelligence After January 20
491,1.0,politics_filtered_nov19,Republican-leaning U.S. Chamber of Commerce urges Trump to stop delaying transition to Biden administration
492,5.0,politics_filtered_nov21,'A Disgrace': Trump's DOJ Schedules Three More Federal Executions in Days Before Anti-Death Penalty Biden Takes Office
493,6.0,politics_filtered_nov21,"Trump addresses virtual G-20 summit, heads out before session on pandemic"
494,4.0,conservative_filtered_nov21,"LIVE: March for Trump in Atlanta, Georgia"
495,3.0,politics_filtered_nov20,Trump meets with Michigan GOP leaders in dubious bid to overturn Biden’s election
496,4.0,politics_filtered_nov21,Trump refuses to take questions after falsely claiming he won election in first media appearance in weeks. No sitting US president has falsely claimed an election victory from the Brady Briefing Room. Until Friday
497,3.0,politics_filtered_nov19,Trump is the true perpetrator of election fraud
498,4.0,politics_filtered_nov19,Census Officials Say They Can’t Meet Trump’s Deadline for Population Count | Officials have concluded the Census Bureau won’t have data on time to carry out the administration’s goal of stripping unauthorized immigrants from population totals for apportionment.
499,5.0,conservative_filtered_nov19,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs."""
500,3.0,politics_filtered_nov19,'It was not pressure': Trump called a Michigan county official who now says she wants to rescind her vote to certify the election
501,2.0,politics_filtered_nov19,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump"
502,3.0,conservative_filtered_nov21,Gregg Jarrett Has an Important Reminder for the Media About the Trump Campaign's Evidence of Voter Fraud
503,3.0,politics_filtered_nov19,Trump and allies have sought to exclude 1 of every 10 votes in key states
504,3.0,politics_filtered_nov20,Sen. Lamar Alexander says no evidence of voter fraud: Biden should receive briefings
505,3.0,politics_filtered_nov21,"Shame the Random, Unknown Government Officials Aiding Trump’s Coup Attempt"
506,1.0,politics_filtered_nov20,Top House Democrats Demand Biden Transition Briefing From GSA Chief
507,4.0,politics_filtered_nov20,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer"
508,3.0,politics_filtered_nov21,Wisconsin Officials: Trump Observers Obstructing Recount
509,4.0,politics_filtered_nov20,"As Trump gets more brazen about trying to steal the election, can congressional Republicans ditch him?"
510,3.0,politics_filtered_nov21,Ivanka Trump distances self from dad’s election fraud claims as her own legal jeopardy grows
511,5.0,politics_filtered_nov20,Romney says he can't imagine 'a more undemocratic action' than what Trump's done
512,6.0,politics_filtered_nov20,Trump trade advisor makes wild claim China sent ‘thousands of people around the world’ to spread Covid
513,4.0,politics_filtered_nov21,Michigan and Georgia Republicans Just Crushed Trump’s Coup Dreams
514,2.0,politics_filtered_nov20,Georgia confirms a Biden win while Trump targets Michigan
515,5.0,conservative_filtered_nov19,Here's How Much Biden's Gun Tax Could Cost Every Day Americans
516,3.0,conservative_filtered_nov21,Donald Trump returns to the White House briefing room claiming he 'won' and suggests Pfizer held back vaccine to sabotage his election and says without him the drug would have taken four YEARS
517,3.0,politics_filtered_nov19,Trump turns to blocking state certification of U.S. election results after court losses
518,2.0,politics_filtered_nov19,Georgia confirms Biden victory and finds no widespread fraud after statewide audit
