group,title,coding
politics_filtered_nov19,Judge Halts Trump Administration’s Eighth Federal Execution,
conservative_filtered_nov19,Giuliani: 'Massive Fraud' Used to Steal Election From Trump,
politics_filtered_nov19,"Trump asks judge to declare him winner in Pennsylvania despite trailing by 80,000 votes",
politics_filtered_nov20,Trump Fraud Investigations Now Include Tax Write-offs for Ivanka,
conservative_filtered_nov19,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts",
conservative_filtered_nov20,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement,
politics_filtered_nov20,Trump’s lawyers confused MN and MI vote counts in affidavit intending to prove voter fraud,
politics_filtered_nov20,"If Biden Forgives First $20K of Student Loans, It Erases Debt For 55% of Borrowers",
politics_filtered_nov19,Trump Is Going Overboard in His Final Days. He Should Just Disappear—Go Golfing and Leave Our Government Alone,
politics_filtered_nov21,Trump Organization's consulting payments to Ivanka Trump are focus of NY tax probe,
politics_filtered_nov19,Trump Is Banking on Republican Legislators Ignoring Will of the People. Legal Experts Say It’s ‘Exceedingly Unlikely to Work.’,
politics_filtered_nov21,Trump’s lawsuits plagued by spelling errors: ‘I’ve never seen an election lawyer handle a case as poorly as Giuliani has’,
politics_filtered_nov19,"Pat Robertson prays for Satan to stop making people believe Joe Biden won the election — “In the name of Jesus, I bind the spirit of delusion that has come across our land... I still think Trump’s gonna ultimately win.”",
conservative_filtered_nov21,6 Big Claims by Trump’s Lawyers About Overturning Election Results,
politics_filtered_nov19,"Biden, Harris to meet with governors, Trump again has no public events",
politics_filtered_nov21,Senators who urged ‘voters to decide’ impeachment won’t admit Trump lost the election,
conservative_filtered_nov20,"Trump Campaign Withdrawing Lawsuit in Michigan After Wayne County ‘Relief,’ Says Giuliani",
politics_filtered_nov21,'GOP made a bed of nails': Scaramucci on Republicans appeasing Trump,
politics_filtered_nov20,Republicans Truly Don't Care That Trump Is Undermining Democracy,
politics_filtered_nov21,White Nationalist Appointed by Trump to Holocaust Commission Praised Jeffrey Epstein for Not Being “a Pussy”,
politics_filtered_nov20,Trump’s Indifference Amounts to Negligent Homicide,
politics_filtered_nov19,Trump Campaign’s Jenna Ellis Mocked Election Law Expert for Being Right. Then the Trump Campaign Proved Him Right.,
politics_filtered_nov20,Dominion counters Trump legal team after press conference claims: 'No ties to Venezuela or Cuba',
politics_filtered_nov21,The Desperate Final Gasps of Team Trump’s Flailing ‘Mini-Coup’,
conservative_filtered_nov21,Opinion | Georgia Certifies: Donald Trump Lost,
conservative_filtered_nov20,The Hill’s Joe Concha Takes Blowtorch to Pro-Biden ‘Marshmallow Media’,
politics_filtered_nov20,Trump’s fury grows as US election loss becomes unequivocal,
politics_filtered_nov19,Weissmann: Citizen Trump should be prosecuted for obstructing Special Counsel Mueller,
politics_filtered_nov21,Georgia secretary of state certifies election results that show state’s voters chose Joe Biden for president,
politics_filtered_nov20,Edward Norton: Trump 'throwing a wicked pout fest' over election,
politics_filtered_nov19,"Rudy Giuliani sweats profusely, falsely accuses Biden of ‘horrible’ crimes during bizarre press conference",
politics_filtered_nov19,"Did Trump drain the swamp? Watchdog gives him an F, while Biden starts with a C",
politics_filtered_nov20,"If Biden Wants to Be Like F.D.R., He Needs the Left | Radical agitation helped bring Social Security and much of the New Deal into being.",
politics_filtered_nov20,"Biden looks to rehire diplomats, others fired by Trump to rebuild State Department",
conservative_filtered_nov19,Giuliani: Trump Campaign Drops Michigan Lawsuit,
politics_filtered_nov19,Wisconsin Democratic election official: Don't water Trump's 'plant of baloney',
politics_filtered_nov20,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say",
politics_filtered_nov19,Trump Is Salting the Soil of American Democracy,
politics_filtered_nov19,Trump campaign asks Pennsylvania court to declare Trump winner,
politics_filtered_nov21,"Let's count the ways Donald Trump has tried to subvert this election, shall we?",
politics_filtered_nov19,Georgia election official says hand tally of presidential race is complete and results affirm Biden’s lead over Trump,
conservative_filtered_nov19,"Trump lawyers lay out voter fraud cases in Pennsylvania, Michigan and Wisconsin",
politics_filtered_nov21,"Donald Trump says 'I won, by the way' and lashes out at Pfizer claiming it delayed news of the COVID-19 vaccine until after the election",
politics_filtered_nov20,Michigan Senate Leader Shirkey swarmed by activists at airport before flying to meet with Trump,
conservative_filtered_nov19,'We no longer have' an 'honest press' -- Commentator: Media 'casually compares Trump to Hitler' because it's 'what they believe',
politics_filtered_nov20,Bernstein says GOP is enabling Trump as 'mad king',
conservative_filtered_nov19,A Poll was released this morning trying to track trends into 2024 and the majority of deceased voters say they will vote again for Biden.,
politics_filtered_nov20,Science Has Learned So Much About COVID—and the Trump Administration Hasn’t Learned Anything at All,
politics_filtered_nov20,Wisconsin’s Recount Will Only Serve to Confirm Donald Trump’s Humiliating Defeat,
politics_filtered_nov21,Trump's monumental sulk: president retreats from public eye as Covid ravages US,
politics_filtered_nov21,"Yes, Donald Trump claimed fraud after the 2016 Iowa caucuses",
politics_filtered_nov21,"Georgia GOP governor says he understands Trump's frustration, but maintains he's following state laws",
politics_filtered_nov20,"Trump's rhetoric is ""so similar"" to Jim Jones, says woman who fled Jonestown cult",
conservative_filtered_nov19,Obama’s Grotesque Self-Revisionism -- The former president's assessment of Trump ignores his own administration’s lawlessness.,
politics_filtered_nov21,Donald Trump Will Lose One Of His Twitter Accounts To Joe Biden On Inauguration Day. An account the president uses to retweet his conspiracy theories and vitriol will be wiped and handed over to the Biden administration.,
politics_filtered_nov20,Donald Trump is still busy trying to bulldoze democracy,
politics_filtered_nov19,Biden set to meet Friday with top Democratic leaders in Congress,
politics_filtered_nov20,Trump is the true perpetrator of election fraud,
politics_filtered_nov21,"Trump's Michigan election ploy: How it works, and why experts say it will fail",
conservative_filtered_nov20,Biden certified Georgia winner after hand recount,
politics_filtered_nov21,Georgia Secretary of State to certify election for Biden,
politics_filtered_nov20,"Mitt Romney: Trump's efforts to overturn election result are ""undemocratic""",
conservative_filtered_nov20,Democrats And Media Are Reaping Fruit Of 4 Years Of Anti-Trump Conspiracy Theories,
politics_filtered_nov21,"Dear Trump supporters: Those who egg on the president now, given the damage he does to America, are truly reprehensible",
politics_filtered_nov19,Republicans are letting Trump wage war on democracy,
politics_filtered_nov19,Former GSA administrator: 'It's clear' we should recognize Biden as the President-elect,
politics_filtered_nov20,"There is 'no doubt' Joe Biden won Georgia, says Republican Secretary of State Brad Raffensperger",
conservative_filtered_nov20,Trump campaign statement on Georgia,
politics_filtered_nov19,"Fact checking Giuliani and the Trump legal team's wild, fact-free press conference",
conservative_filtered_nov19,"New York City's irrational decision to close NYC schools. They closed schools because a Pretend metric had been reached. You can take your child to a Joe Biden victory street party, but you can’t take them to your local public school to learn.",
politics_filtered_nov20,"Fox's Geraldo Reaches Peak Cult Status, Says Name Vaccine 'The Trump'",
conservative_filtered_nov19,Catholic Archbishop Sends Dire Warning to Trump About the Radical ‘Great Reset’ Movement,
politics_filtered_nov19,Giuliani and fellow Trump lawyers crank out conspiracies as legal challenges implode,
conservative_filtered_nov21,Trump Announces New Regulations Lowering Prescription Drug Costs,
conservative_filtered_nov19,"Facebook's Election Fact Checker Honored Biden In 2017, Employees Donated EXCLUSIVELY to Democrats in 2020",
politics_filtered_nov21,Trump Skips G20 Pandemic Preparedness Meeting as Covid-19 Cases Surpass 12 Million in US,
politics_filtered_nov21,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming. Allowing the convicted spy Jonathan Pollard the ability to emigrate to Israel was just the latest in a long list of prizes for America’s closest ally in the Middle East.",
politics_filtered_nov19,"Prosecutor Resigns from Trump’s Police Commission, Says It Was ‘Smothered by a Pernicious Political Agenda’",
politics_filtered_nov21,How Georgia's pro-Trump election chief became the bane of the GOP,
politics_filtered_nov20,Biden marks Transgender Day of Remembrance,
conservative_filtered_nov19,Biden Coronavirus Task Force’s Osterholm: 'We’re Going to See Hospitals Collapsing in the Next Two to Three Weeks',
politics_filtered_nov20,Mnuchin Denies Trying To Hinder Incoming Biden Administration,
politics_filtered_nov21,Trump tweets undermine Michigan leaders; images show Chatfield drinking at Trump hotel,
politics_filtered_nov21,Michigan attorney general ponders criminal probes of state and local officials who bend to Trump’s will on overturning election results,
politics_filtered_nov21,"Sen. Bernie Sanders: ""Thank God"" Joe Biden won the election",
politics_filtered_nov20,"Georgia secretary of state certifies election results, making Biden's victory official",
politics_filtered_nov20,Trump supporter election lawsuit affidavit seems to mix up Michigan and Minnesota,
politics_filtered_nov21,Trump nominee's long road to Fed may be dead end,
politics_filtered_nov21,Trump Got Tricked by a Twitter Troll Posing as His Sister,
politics_filtered_nov21,Trump accuses Pfizer and Moderna of working to stop his re-election,
politics_filtered_nov20,Trump could be a no-show at virtual G-20 as coronavirus ravages the globe,
conservative_filtered_nov20,Satire: NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award,
politics_filtered_nov20,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit",
conservative_filtered_nov19,"Georgia Sec. of State Makes Bizarre Claim About Trump's Absentee Votes, Which Calls Into Question Other Claims",
politics_filtered_nov19,1 in 10 Go Hungry as Trump and McConnell Fixate on Challenging Election Results,
politics_filtered_nov19,"Trump should quit and 'not be embarrassing', Czech president says.",
politics_filtered_nov20,President Donald Trump’s Election Lawsuits Plagued by Elementary Errors,
politics_filtered_nov20,Georgia certifies Biden’s victory,
conservative_filtered_nov20,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown,
politics_filtered_nov20,Biden Be Bold: AOC &amp; Cori Bush Join Climate Protest Outside DNC Urging Activists to “Bring the Heat”,
conservative_filtered_nov20,"Majority of voters say special counsel should be convened to investigate Biden, Ukraine dealings",
politics_filtered_nov21,"Trump Supporters in Georgia Threaten to Destroy GOP, Boycott Runoff Elections",
politics_filtered_nov20,Obama: Navy SEALs Can Drag Trump Out of White House,
politics_filtered_nov19,Trump Invites MI GOP Leaders To White House Amid Desperate Efforts To Overturn Biden Win,
conservative_filtered_nov21,Biden to Impose $200 Gun Tax | Americans for Tax Reform,
politics_filtered_nov20,"Georgia Declares Biden Winner as Election Results Are Certified, Triggering Potential Recount Request From Trump Campaign",
conservative_filtered_nov20,"‘Code Monkey’ and ‘Inventor of Email’, Are Said to Be Assisting Trump in Exposing Dominion Voting Systems",
conservative_filtered_nov20,"Lin Wood loses motion to stop certification, Trump vows to file another ‘major lawsuit’ against Georgia election",
conservative_filtered_nov20,Hoyer on Trump election challenges: 'I think this borders on treason',
conservative_filtered_nov21,Tucker Carlson​ says Trump attorney Sidney Powell wouldn't provide him with any evidence of election fraud. Powell hits back.,
politics_filtered_nov21,Trump playing Golf instead of cooperating to fight the Coronavirus Pandemic,
politics_filtered_nov19,Discussion Thread: President-Elect Joe Biden Gives Remarks After Meeting with Governors,
politics_filtered_nov21,Will Trump Screw Up Republican Efforts to Hang Onto the Senate?,
conservative_filtered_nov20,"When Proven Liars Say Trump's Chances Are Slim, It's Time to Listen to Honest Folk Who Know the Score Instead",
politics_filtered_nov20,Twitter Reminds Matt Gaetz Of ‘Lock Her Up’ After He Slams Calls For Jailing Trump,
politics_filtered_nov21,Steve Mnuchin Is Doing His Part to Sabotage the Biden Administration on His Way out the Door,
politics_filtered_nov21,How Members of Anti-Immigrant Extremist Groups Have Worked Closely with — and Joined — the Trump Administration,
politics_filtered_nov19,"Biden says Trump's refusal to concede is ""incredibly damaging"" and ""totally irresponsible""",
conservative_filtered_nov21,Trump Announces Groundbreaking Rules to Lower Prescription Drug Prices,
politics_filtered_nov19,A Trump speechwriter who was sacked in 2018 for meeting white nationalists has been rehired to oversee US Holocaust memorials,
politics_filtered_nov19,Trump's election power play: Persuade Republican legislators to do what U.S. voters did not,
conservative_filtered_nov20,Trump Lawyer in PA Placed Under Protection After ‘Threats of Harm’,
conservative_filtered_nov19,Butterball Releases Turkey With Biden-Harris Logo So You Can Just Say Your Thanksgiving Gathering Is A Political Rally,
conservative_filtered_nov20,Trump Summons Michigan GOP Leaders for Extraordinary Meeting,
conservative_filtered_nov19,Biden declares there will be 'no national shutdown',
politics_filtered_nov19,Trump Tax Write-Offs Are Ensnared in 2 New York Fraud Investigations,
conservative_filtered_nov21,Trump Leads Voyage Of Pilgrims To Greenland To Establish Even Better America,
politics_filtered_nov20,Democrats demand briefing from GSA chief on delay in ascertaining Biden’s win,
conservative_filtered_nov19,"TRUMP: Biden receives a dump of 143,379 votes at 3:42AM a day after the election",
politics_filtered_nov20,"Georgia to certify Biden's win today, officials say",
politics_filtered_nov19,Second prosecutor resigns from Trump's police commission,
conservative_filtered_nov20,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs.""",
conservative_filtered_nov19,"Biden/Harris Would be a Disaster for the Middle East and American Jews. Non-Jews are bewildered by the voting patterns and ideology of American Jews who are predominantly tethered to the Democrat party, do not prioritize Israel as a voting concern, and support actual Jew-haters and Israel-bashers.",
politics_filtered_nov20,Discussion Thread: President Trump Remarks on Prescription Drug Prices - 11/20/2020 | Live - 2:30 pm ET,
conservative_filtered_nov20,Georgia Secretary of State to certify election for Biden,
conservative_filtered_nov19,NRA Presents Biden With Prestigious 'Gun Salesman Of The Month' Award,
conservative_filtered_nov19,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result,
politics_filtered_nov20,Biden Supports Some Student Loan Forgiveness. The Left Is Demanding Much More.,
conservative_filtered_nov21,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election",
politics_filtered_nov19,Trump’s fury grows as US election loss becomes unequivocal,
politics_filtered_nov19,"Biden’s Justice Department should launch sweeping criminal probe into Trump administration, House Democrat says",
politics_filtered_nov20,Trump reportedly told an ally he knows he lost the 2020 election but wants revenge on Democrats for disputing his 2016 win,
politics_filtered_nov21,"Yes, Trump Is (Still) Engaged in an Attempted Coup; and Yes, It Might Lead to a Constitutional Crisis and a Breaking Point",
politics_filtered_nov21,Trump campaign again seeks to stop certification of Pennsylvania's election results,
conservative_filtered_nov19,"Abrams: Trump Needs to Acknowledge 'Legal Sufficiency' of Election, 'As I Did'",
politics_filtered_nov20,Trump strips US Fed of emergency credit powers in latest scorched-earth move,
politics_filtered_nov20,New York Investigations Into Trump Have Reportedly Expanded to Cover Millions in Questionable Tax Write-Offs,
conservative_filtered_nov20,Trump campaign lawyer under protection following ‘threats of harm’,
politics_filtered_nov20,Georgia Secretary of State Certifies Biden’s Win After Audit,
conservative_filtered_nov20,"Biden stuggles with words at press conference -- 'I'm going to ... employ the defense, reconstruct the act'",
politics_filtered_nov21,GOP lawmaker patience runs thin with Trump tactics,
conservative_filtered_nov21,"BLM Co-founder: Biden's election was 'won by Black people', 'We want something for our vote.'",
politics_filtered_nov19,"'Up is down, down is up': Trump did Russia's job for it by firing Chris Krebs, and Krebs' removal is the biggest sign of his success",
politics_filtered_nov20,An anonymous group of top US CEOs said they would hold off acting against Trump until after the Georgia recount. It's done.,
politics_filtered_nov21,"The Perils of Not Prosecuting Trump Joe Biden is wary of a legal reckoning against his predecessor, but to let Trump go would be to sanction future corruption.",
conservative_filtered_nov21,Anti-Trump Legal Team Withdraws In Pennsylvania,
conservative_filtered_nov19,Trump Campaign Lawyers: There Is a Pattern of Planned Voter Fraud in Multiple States,
politics_filtered_nov19,'Integrity matters': Meet the lone Republican election official standing up to his party and Trump,
politics_filtered_nov19,Trump team admits to keeping Biden officials in dark over Covid vaccine plan,
conservative_filtered_nov19,Former US president Donald Trump campaign drops Michigan lawsuit,
conservative_filtered_nov21,"Whatever Happens In The Next Few Weeks, Brothers and Sisters, Remember This Clip, My Favorite 60 seconds of Trump: 'I am your voice'",
politics_filtered_nov21,Opinion: Hold President Trump accountable for his misdeeds,
politics_filtered_nov19,Biden vote tally getting close to 80 million,
politics_filtered_nov21,Trump goes golfing in middle of G20 summit,
politics_filtered_nov21,No Take Backs! Blackburn Spox Says GOPer Didn’t Mean To Call Biden President-Elect,
conservative_filtered_nov20,"After Death Threats At Pro-Trump Rally, Milwaukee Health Inspectors Will Get Police Escorts",
politics_filtered_nov21,Letters to the Editor: Stop Donald Trump's coup. Impeach him again,
politics_filtered_nov21,"Trump forges ahead with frantic effort to overturn election | Having exhausted many of his legal options, Trump is looking at other ways to subvert Joe Biden’s victory.",
politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount,
politics_filtered_nov21,Joe Biden Turns 78 and Will Be the Oldest President — After Trump Broke the Record Right Before Him,
conservative_filtered_nov20,Satire: Obama Horrified As Trump Undoes His Years Of Hard Work Bombing The Middle East,
conservative_filtered_nov19,"NYT Columnist Admits ‘Trump Was Right,’ Dems ‘Wrong’ On Crucial COVID Policy | The Daily Wire",
politics_filtered_nov20,"Kavanaugh should face new investigation, Biden transition official Barbara McQuade wrote",
politics_filtered_nov19,"Biden's top unification task: Expose Trump team wrongdoing, restore trust in government - Biden needs a government-wide audit to find every ounce of Trump administration mismanagement and corruption. Unity hinges on transparency and trust.",
conservative_filtered_nov19,BLM Thug Who Sucked-Punched Trump Supporter Is a Convicted Child Rapist,
politics_filtered_nov19,Biden to name Treasury nominee ‘acceptable to all elements of the party’ around Thanksgiving,
politics_filtered_nov21,Trump appointed judges in Florida overturn ban on conversion therapy for minors,
politics_filtered_nov19,"Giuliani Presser Was ‘Most Dangerous’ TV In US History, Says Security Expert Trump Fired",
conservative_filtered_nov20,"'We are a nation of laws, not tweets': Republican Sens. Romney and Sasse decry Trump efforts to challenge election",
politics_filtered_nov19,“It’s the Trump Bubble”: The Right Has Created a Wave of COVID Patients Who Don’t Believe It’s Real,
conservative_filtered_nov21,"Georgia Gov. Kemp Calls for Audit, Says Trump Can Demand New Recount",
politics_filtered_nov21,Trump has longstanding history of calling elections 'rigged' if he doesn’t like the results,
conservative_filtered_nov21,"Rudy and Sidney’s Krakentastic Spectacle, and What It Could Mean -- A dismissive legacy media might have panned Team Trump’s press conference Thursday, but it was a significant moment with significant portents.",
politics_filtered_nov20,"Mitt Romney on Trump: ‘It is difficult to imagine a worse, more undemocratic action by a sitting American President’",
politics_filtered_nov20,"Trump Is Rushing Through His Biggest, Most Dangerous Arms Deal. Congress Could Stop It.",
conservative_filtered_nov20,"Michigan, 6:31 AM, 150,000 votes, 96% for Biden...nothing to see here",
conservative_filtered_nov21,Biden certified Georgia winner after hand recount,
politics_filtered_nov20,"No, You Do Not Have to Feel the Trump Voter's Pain — There is no reason, after five and half years of untruths, dog-whistles, slurs and conspiracies, and weeks of Trump trying to undermine Biden’s win, to hug the people who want to disenfranchise you.",
politics_filtered_nov21,Cuomo tells Biden $500 billion in stimulus funds needed to bail out states,
conservative_filtered_nov20,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges",
politics_filtered_nov19,"'We Simply Cannot Afford Half-Measures': Outside DNC, Progressives Demand Biden Go Big for Green New Deal",
politics_filtered_nov21,"Rudy Giuliani's quixotic frenzy has observers wondering if he may need Trump's protection | ""One explanation? He needs a pardon and he's trying to earn it,"" a CNN analyst says",
conservative_filtered_nov21,Biden Mocks a Reporter for Asking a Question as Biden's Staff Tries to Get the Press Out of There,
politics_filtered_nov20,Georgia certifies that Joe Biden won the recount,
conservative_filtered_nov21,"Joe Biden: Why Are Reporters Asking Me Questions? On Friday, Biden appeared dumbfounded as to why a reporter was asking the projected Democratic presidential-elect a question as the press pool was being scurried away by staff.",
politics_filtered_nov21,Wisconsin officials: Trump observers obstructing recount,
politics_filtered_nov19,An unusually easy Trump debunking: There was no suspicious vote dump in Wisconsin,
politics_filtered_nov19,Why Trump Should Not Have Access to U.S. Intelligence After January 20,
politics_filtered_nov19,Republican-leaning U.S. Chamber of Commerce urges Trump to stop delaying transition to Biden administration,
politics_filtered_nov21,'A Disgrace': Trump's DOJ Schedules Three More Federal Executions in Days Before Anti-Death Penalty Biden Takes Office,
politics_filtered_nov21,"Trump addresses virtual G-20 summit, heads out before session on pandemic",
conservative_filtered_nov21,"LIVE: March for Trump in Atlanta, Georgia",
politics_filtered_nov20,Trump meets with Michigan GOP leaders in dubious bid to overturn Biden’s election,
politics_filtered_nov21,Trump refuses to take questions after falsely claiming he won election in first media appearance in weeks. No sitting US president has falsely claimed an election victory from the Brady Briefing Room. Until Friday,
politics_filtered_nov19,Trump is the true perpetrator of election fraud,
politics_filtered_nov19,Census Officials Say They Can’t Meet Trump’s Deadline for Population Count | Officials have concluded the Census Bureau won’t have data on time to carry out the administration’s goal of stripping unauthorized immigrants from population totals for apportionment.,
conservative_filtered_nov19,"Biden taps son Hunter as Food Drug Commissioner. “I don’t know about the food part, but my boy knows drugs.""",
politics_filtered_nov19,'It was not pressure': Trump called a Michigan county official who now says she wants to rescind her vote to certify the election,
politics_filtered_nov19,"Georgia election official says hand tally of presidential race is complete, the results affirm Biden’s lead over Trump",
conservative_filtered_nov21,Gregg Jarrett Has an Important Reminder for the Media About the Trump Campaign's Evidence of Voter Fraud,
politics_filtered_nov19,Trump and allies have sought to exclude 1 of every 10 votes in key states,
politics_filtered_nov20,Sen. Lamar Alexander says no evidence of voter fraud: Biden should receive briefings,
politics_filtered_nov21,"Shame the Random, Unknown Government Officials Aiding Trump’s Coup Attempt",
politics_filtered_nov20,Top House Democrats Demand Biden Transition Briefing From GSA Chief,
politics_filtered_nov20,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer",
politics_filtered_nov21,Wisconsin Officials: Trump Observers Obstructing Recount,
politics_filtered_nov20,"As Trump gets more brazen about trying to steal the election, can congressional Republicans ditch him?",
politics_filtered_nov21,Ivanka Trump distances self from dad’s election fraud claims as her own legal jeopardy grows,
politics_filtered_nov20,Romney says he can't imagine 'a more undemocratic action' than what Trump's done,
politics_filtered_nov20,Trump trade advisor makes wild claim China sent ‘thousands of people around the world’ to spread Covid,
politics_filtered_nov21,Michigan and Georgia Republicans Just Crushed Trump’s Coup Dreams,
politics_filtered_nov20,Georgia confirms a Biden win while Trump targets Michigan,
conservative_filtered_nov19,Here's How Much Biden's Gun Tax Could Cost Every Day Americans,
conservative_filtered_nov21,Donald Trump returns to the White House briefing room claiming he 'won' and suggests Pfizer held back vaccine to sabotage his election and says without him the drug would have taken four YEARS,
politics_filtered_nov19,Trump turns to blocking state certification of U.S. election results after court losses,
politics_filtered_nov19,Georgia confirms Biden victory and finds no widespread fraud after statewide audit,
politics_filtered_nov19,"There's 'not a legal' or political path for Trump to remain in office, says Gore recount lawyer",
politics_filtered_nov20,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail,
politics_filtered_nov20,Joe Biden turns 78 today as he’s about to become the oldest sitting president,
politics_filtered_nov21,"Plagued by COVID outbreaks, the meatpacking industry could be forced to change under Biden",
politics_filtered_nov21,"U.S. Sen. Marsha Blackburn, a Trump ally, refers to Biden as 'president-elect'",
conservative_filtered_nov19,Lin Wood bombshell: 'Irrefutable evidence' of fraud in Georgia recount -- Attorney assisting campaign claims Trump won reelection in '70%-plus landslide',
conservative_filtered_nov21,Lawyer working on Trump Pennsylvania effort placed under official protection due to threats,
politics_filtered_nov21,"Ivanka Trump: How Dare You Investigate My Father for Tax Fraud, Which He Definitely Didn’t Use Me to Commit",
politics_filtered_nov20,Report: Trump reached out to GOP Wayne County canvassers who are now looking to reverse decision,
politics_filtered_nov19,Republican mayor from Michigan: ‘President Trump is deliberately lying to Americans’,
conservative_filtered_nov20,Joe Biden Keeps Lead in Georgia After Recount; Giuliani Says Recount ‘Means Nothing’,
conservative_filtered_nov20,Elected DNC Member Floats Re-Education Camps for Trump Supporters,
conservative_filtered_nov21,"While You Were Focused on The Kraken, the Senate Continued Confirming Trump Federal Judges",
politics_filtered_nov21,Arizona’s largest county certifies Biden win over Trump,
conservative_filtered_nov20,Romney: Surprising People Believe Trump's Fraud Claims,
conservative_filtered_nov19,Trump Announces a Press Conference and a ‘Viable Path to Victory’,
conservative_filtered_nov20,"Georgia recount results: Biden still ahead by 12,000 — but Trump has one last roll of the dice",
politics_filtered_nov19,Trump summons Michigan GOP leaders for extraordinary meeting,
politics_filtered_nov20,Donald Trump Undercuts American Democracy as he clings to power,
politics_filtered_nov19,"Trump campaign drops Michigan election lawsuit, Rudy Giuliani says",
politics_filtered_nov21,Twitter will transfer presidential accounts to Joe Biden on Inauguration Day,
politics_filtered_nov19,Buttigieg: Denying Biden intelligence briefings is about protecting Trump's 'ego',
politics_filtered_nov21,Rudy Giuliani's Son Potentially Exposed Most of Trump's Legal Team to COVID During RNC Press Conference,
conservative_filtered_nov19,9 Key Points from Trump Campaign Press Conference on Challenges to Election Results,
conservative_filtered_nov20,Lin Wood: President Trump won 400 electoral votes | One America News Network,
politics_filtered_nov19,Trump's vaccine team will not brief Biden administration,
politics_filtered_nov20,Trump’s press secretary Kayleigh McEnany heckled in briefing: ‘When will you admit you lost?’,
conservative_filtered_nov19,'Keep fighting': Second Trump rally in Washington set to protest electoral college vote,
politics_filtered_nov20,New York expands Trump tax fraud investigations to include writeoffs: report,
politics_filtered_nov19,Trump invites Michigan GOP state lawmakers to White House as legal challenges there fail,
conservative_filtered_nov19,One Of Biden’s First Admin Hires Helped Push Through China Trade Bill That Caused ‘Sharp Drop’ In US Jobs,
politics_filtered_nov19,‘My Blood Is Boiling’: Ex-GOP Governor Torches Trump For Stonewalling Biden’s Transition,
politics_filtered_nov19,Trump's vaccine team will not brief Biden administration: U.S senator,
conservative_filtered_nov21,"Catholics sounding alarm about Biden administration, conflicts with moral teachings",
politics_filtered_nov21,Detroit asks judge to sanction Trump campaign for spreading 'disinformation',
politics_filtered_nov19,Duluth airport refused to host Pence event after Trump rally flouted safety rules,
conservative_filtered_nov21,Twitter says it will hand control of US president's official account to Joe Biden on January 20 - regardless of whether Donald Trump has left the White House,
politics_filtered_nov19,"Giuliani, Trump Legal Team Melt Down In Insane Presser",
politics_filtered_nov19,"We Still Live In 2 Americas, Not 1 - The 2020 election saw more rich people vote for Trump then four years ago, while Joe Biden attracted more poor and low-income voters.",
politics_filtered_nov21,Judge slaps down Trump appointee who has sought to reshape Voice of America and related agencies,
politics_filtered_nov21,"Merrick Garland Among Biden Candidates For Attorney General, Sources Say",
politics_filtered_nov19,Trump’s Last-Ditch Bid to Steal the Election: Install Loyal Electors,
politics_filtered_nov20,A new beginning: We will survive our bad breakup with Donald Trump,
politics_filtered_nov21,Trump's defeat by Joe Biden has triggered a huge wave of relief among the United States' European allies,
politics_filtered_nov19,Social Security Defenders Tell Biden to Keep Austerity-Obsessed Bruce Reed Far Away From the White House,
politics_filtered_nov21,Trump’s failure to work with Biden is becoming more urgent as Covid spreads,
politics_filtered_nov20,Trump’s election lawsuits plagued by elementary errors,
politics_filtered_nov19,"Mike Shirkey, a Michigan Republican who will meet with Trump, said this week he would not override Biden’s victory.",
conservative_filtered_nov21,'No national shutdown': Joe Biden says shutting down the virus will not require a national lockdown,
politics_filtered_nov21,Michigan Republican leader is meeting with Trump at White House to discuss coup,
conservative_filtered_nov20,"Embarrassing Lapdog Biden Journalists Debase Their Profession in Latest Presser: ""What did you say to Americans, especially immigrant Americans who came to the United States, looking for political stability and are seeing all the things that the President is doing?""",
conservative_filtered_nov20,"Sidney Powell: Absent software fraud, Trump 'had at least 80 million votes'",
conservative_filtered_nov20,Trump Campaign Says It Has Uncovered Enough ‘Fraud’ To Overturn Election Result,
politics_filtered_nov21,Georgia Secretary of State Certifies Biden’s Win After Audit,
politics_filtered_nov21,A new lawsuit alleges Trump’s effort to overturn Michigan’s election results disenfranchises Black voters,
politics_filtered_nov21,Trump’s last-ditch efforts to overturn results fail to make dent in Biden victory,
politics_filtered_nov19,Donald Trump mounts all-out assault on election result in Michigan | President calls county officials in attempt to derail Biden victory | Plans to fly Republican lawmakers to meet with him in DC,
conservative_filtered_nov19,Dear Joe Biden: are you kidding me? | Erin Brockovich,
